id,first_name,last_name,email,country,ip_address,resident,dnaProfile.pedigree.dqPoints
316,Timothy,Lawson,tlawson8r@netscape.com,Indonesia,214.6.104.103,FALSE,0
317,Randy,James,rjames8s@virginia.edu,Bosnia and Herzegovina,9.235.156.185,FALSE,0
318,Roger,Stevens,rstevens8t@php.net,Indonesia,93.145.76.36,FALSE,0
319,Linda,Gardner,lgardner8u@etsy.com,China,76.196.90.42,FALSE,0
320,Philip,Thomas,pthomas8v@netvibes.com,Afghanistan,180.0.238.207,FALSE,0
321,Wayne,Shaw,wshaw8w@freewebs.com,Philippines,65.225.237.201,TRUE,0
322,Ruby,Ferguson,rferguson8x@mapy.cz,Macedonia,210.205.179.152,TRUE,0
323,Carl,Ramirez,cramirez8y@ucla.edu,Mongolia,166.21.88.54,FALSE,0
324,Gloria,Simmons,gsimmons8z@zimbio.com,China,47.77.191.163,TRUE,0
325,Debra,Wheeler,dwheeler90@hexun.com,Yemen,156.57.113.245,TRUE,0
326,Joseph,Meyer,jmeyer91@squarespace.com,Philippines,105.150.197.110,TRUE,0
327,Joan,Jones,jjones92@ustream.tv,Mali,36.121.42.166,TRUE,0
328,Janice,Carroll,jcarroll93@deliciousdays.com,Sweden,179.64.221.7,TRUE,0
329,Lois,Graham,lgraham94@acquirethisname.com,Indonesia,253.27.71.108,TRUE,0
330,Jason,Berry,jberry95@foxnews.com,Brazil,59.4.107.223,TRUE,0
331,Lisa,Brooks,lbrooks96@google.com,Indonesia,3.177.48.205,TRUE,0
332,Harold,Roberts,hroberts97@utexas.edu,France,169.166.101.2,FALSE,0
333,Raymond,Dean,rdean98@loc.gov,Philippines,120.43.192.160,TRUE,0
334,Gerald,Campbell,gcampbell99@yandex.ru,Chile,10.141.63.193,TRUE,0
335,Richard,Murray,rmurray9a@prlog.org,Thailand,83.149.155.176,FALSE,0
336,Jimmy,Cruz,jcruz9b@diigo.com,Russia,87.239.242.112,TRUE,0
337,Harold,Stephens,hstephens9c@123-reg.co.uk,Russia,126.139.88.204,TRUE,0
338,Howard,Hansen,hhansen9d@oakley.com,Chad,109.227.183.192,TRUE,0
339,Terry,Hernandez,thernandez9e@bloomberg.com,Netherlands,14.56.11.164,TRUE,0
340,Karen,Lopez,klopez9f@weebly.com,China,223.245.219.64,TRUE,0
341,Cheryl,Montgomery,cmontgomery9g@nps.gov,Ukraine,59.187.80.251,TRUE,0
342,Virginia,Perkins,vperkins9h@washington.edu,Indonesia,40.32.95.187,TRUE,0
343,Thomas,Bennett,tbennett9i@smh.com.au,Paraguay,112.12.187.181,FALSE,0
344,Daniel,Bell,dbell9j@yellowpages.com,Ukraine,250.173.151.124,TRUE,0
345,Julie,Rodriguez,jrodriguez9k@barnesandnoble.com,Sweden,194.155.149.47,FALSE,0
346,Joshua,Andrews,jandrews9l@domainmarket.com,Iran,140.1.190.127,FALSE,0
347,Roy,Ryan,rryan9m@toplist.cz,Japan,228.2.5.85,TRUE,0
348,Jesse,Lewis,jlewis9n@yellowpages.com,Nigeria,102.233.198.240,TRUE,0
349,Michael,Wells,mwells9o@360.cn,Russia,229.65.244.159,FALSE,0
350,Doris,Bradley,dbradley9p@bbc.co.uk,Russia,100.0.5.47,TRUE,0
351,Marilyn,Frazier,mfrazier9q@businessweek.com,Indonesia,177.58.252.197,TRUE,0
352,Raymond,Lawrence,rlawrence9r@cargocollective.com,China,29.2.3.177,FALSE,0
353,Teresa,Powell,tpowell9s@odnoklassniki.ru,Afghanistan,163.179.127.54,TRUE,0
354,Amanda,Moreno,amoreno9t@dedecms.com,Indonesia,91.135.133.232,FALSE,0
355,Ann,Hawkins,ahawkins9u@parallels.com,Afghanistan,23.33.108.117,TRUE,0
356,Judith,Howard,jhoward9v@europa.eu,Indonesia,71.133.85.145,FALSE,0
357,Keith,Hudson,khudson9w@dagondesign.com,Suriname,163.200.62.146,FALSE,0
358,William,Fox,wfox9x@amazonaws.com,Philippines,95.24.245.190,FALSE,0
359,Ernest,Dean,edean9y@odnoklassniki.ru,Greece,48.23.158.85,TRUE,0
360,Billy,Harris,bharris9z@sfgate.com,Argentina,206.164.200.8,FALSE,0
361,Russell,Peterson,rpetersona0@theglobeandmail.com,Iran,102.12.237.68,TRUE,0
362,Clarence,Bradley,cbradleya1@theglobeandmail.com,United States,94.181.87.162,TRUE,0
363,David,Kelley,dkelleya2@sitemeter.com,China,228.60.41.190,TRUE,0
364,Walter,Palmer,wpalmera3@tinyurl.com,Belarus,22.225.177.203,FALSE,0
365,Evelyn,Simmons,esimmonsa4@buzzfeed.com,Malta,187.128.227.109,FALSE,0
366,Roy,Frazier,rfraziera5@networkadvertising.org,Germany,196.155.25.17,TRUE,0
367,Catherine,Young,cyounga6@bigcartel.com,France,22.97.205.197,TRUE,0
368,Russell,Lane,rlanea7@nature.com,Poland,83.102.230.127,FALSE,0
369,Harry,Hayes,hhayesa8@nationalgeographic.com,Ukraine,140.209.152.55,FALSE,0
370,Martha,Franklin,mfranklina9@trellian.com,China,99.205.128.237,TRUE,0
371,Sara,Nelson,snelsonaa@hud.gov,Spain,151.76.69.15,FALSE,0
372,Patricia,Dixon,pdixonab@meetup.com,China,42.164.77.52,FALSE,0
373,Ronald,Fowler,rfowlerac@zdnet.com,Japan,208.198.119.229,FALSE,0
374,Doris,Diaz,ddiazad@comcast.net,Japan,17.80.51.235,FALSE,0
375,Kelly,Cole,kcoleae@lycos.com,Ukraine,60.1.7.165,TRUE,0
376,Jonathan,Cunningham,jcunninghamaf@house.gov,Tajikistan,100.229.55.178,FALSE,0
377,Alan,Richards,arichardsag@blogger.com,Brazil,240.250.150.146,TRUE,0
378,Emily,Carter,ecarterah@ow.ly,Sweden,83.36.123.214,FALSE,0
379,Michelle,Garrett,mgarrettai@weebly.com,Cameroon,119.146.169.65,TRUE,0
380,Robert,Stephens,rstephensaj@cloudflare.com,China,32.205.199.6,FALSE,0
381,Ruby,Ramirez,rramirezak@noaa.gov,Sweden,34.162.252.89,TRUE,0
382,Craig,Hicks,chicksal@gmpg.org,China,1.29.67.248,TRUE,0
383,Joe,Burns,jburnsam@uol.com.br,Mongolia,76.36.177.168,FALSE,0
384,Jeffrey,Cook,jcookan@twitpic.com,Albania,9.164.108.104,FALSE,0
385,Paul,Rivera,priveraao@so-net.ne.jp,Lithuania,210.36.83.250,FALSE,0
386,Joan,White,jwhiteap@dailymail.co.uk,Indonesia,10.7.113.200,TRUE,0
387,Michelle,White,mwhiteaq@goodreads.com,Philippines,36.48.29.161,FALSE,0
388,Elizabeth,Gonzales,egonzalesar@twitpic.com,Portugal,137.246.175.80,TRUE,0
389,Carl,Lane,claneas@mlb.com,France,34.216.208.242,TRUE,0
390,Amy,Franklin,afranklinat@discovery.com,Tanzania,89.165.69.214,FALSE,0
391,Jack,Frazier,jfrazierau@tumblr.com,Indonesia,221.62.226.114,FALSE,0
392,Norma,Perry,nperryav@google.nl,Guatemala,45.153.13.151,FALSE,0
393,Judith,Chavez,jchavezaw@soundcloud.com,China,142.54.188.158,FALSE,0
394,Laura,Wood,lwoodax@bizjournals.com,Poland,255.143.122.183,FALSE,0
395,Emily,Perkins,eperkinsay@prnewswire.com,Chile,205.96.134.220,FALSE,0
396,Terry,Boyd,tboydaz@domainmarket.com,China,173.21.140.149,TRUE,0
397,Roy,Fuller,rfullerb0@reddit.com,Indonesia,174.73.11.141,TRUE,0
398,Michael,Simmons,msimmonsb1@freewebs.com,China,223.224.79.249,FALSE,0
399,Mildred,King,mkingb2@ebay.com,Indonesia,117.106.109.91,FALSE,0
400,Michael,Gordon,mgordonb3@chronoengine.com,Japan,46.229.209.247,FALSE,0
401,Gloria,Hill,ghillb4@cam.ac.uk,Japan,64.44.67.213,FALSE,0
402,Linda,Anderson,landersonb5@newyorker.com,Azerbaijan,235.74.31.151,FALSE,0
403,Philip,Young,pyoungb6@unblog.fr,Brazil,55.198.175.182,TRUE,0
404,Evelyn,Allen,eallenb7@spiegel.de,Philippines,240.22.170.134,TRUE,0
405,Jacqueline,Howell,jhowellb8@desdev.cn,Morocco,19.20.206.74,TRUE,0
406,Lisa,Mills,lmillsb9@businessweek.com,Honduras,184.128.152.69,FALSE,0
407,Emily,Bishop,ebishopba@imageshack.us,China,247.190.214.178,TRUE,0
408,Helen,Garrett,hgarrettbb@nba.com,Indonesia,31.55.36.201,TRUE,0
409,Gerald,Brown,gbrownbc@technorati.com,Papua New Guinea,27.149.69.15,TRUE,0
410,Wayne,Hicks,whicksbd@flickr.com,Indonesia,197.8.88.104,TRUE,0
411,Michelle,Hall,mhallbe@ezinearticles.com,China,40.209.165.8,TRUE,0
412,Joan,Jacobs,jjacobsbf@admin.ch,China,54.195.201.236,TRUE,0
413,Kimberly,Davis,kdavisbg@mapquest.com,China,24.66.102.233,FALSE,0
414,Anna,Moreno,amorenobh@gnu.org,Azerbaijan,70.244.11.203,TRUE,0
415,Janice,Moreno,jmorenobi@drupal.org,Andorra,39.17.191.147,TRUE,0
416,Jessica,Stone,jstonebj@indiatimes.com,Namibia,160.210.193.83,TRUE,0
417,Adam,Burton,aburtonbk@tiny.cc,Brazil,39.190.54.49,TRUE,0
418,Carol,Meyer,cmeyerbl@sohu.com,Brazil,77.141.119.99,FALSE,0
419,Donald,Martinez,dmartinezbm@opera.com,Russia,82.93.182.94,FALSE,0
420,Martin,Stevens,mstevensbn@google.fr,Russia,74.5.173.62,TRUE,0
421,Ernest,George,egeorgebo@lycos.com,China,99.65.9.189,TRUE,0
422,Walter,Fields,wfieldsbp@ucoz.com,Argentina,185.252.105.120,TRUE,0
423,Lisa,Hamilton,lhamiltonbq@geocities.jp,Sweden,253.134.112.164,FALSE,0
424,Louis,George,lgeorgebr@odnoklassniki.ru,Mexico,243.137.122.4,FALSE,0
425,Shirley,Walker,swalkerbs@purevolume.com,Peru,196.199.92.238,FALSE,0
426,Joshua,Ross,jrossbt@patch.com,Philippines,47.153.131.51,TRUE,0
427,Kelly,Hayes,khayesbu@wufoo.com,Vietnam,242.150.9.15,FALSE,0
428,Steven,Oliver,soliverbv@angelfire.com,Indonesia,146.56.208.162,FALSE,0
429,Karen,Hunter,khunterbw@mediafire.com,Ukraine,121.208.126.70,TRUE,0
430,Mark,Bennett,mbennettbx@theglobeandmail.com,Benin,212.105.204.193,TRUE,0
431,Tina,Ray,trayby@webmd.com,Portugal,145.31.252.238,TRUE,0
432,Marie,Bishop,mbishopbz@exblog.jp,Egypt,250.250.175.31,FALSE,0
433,Mark,Reynolds,mreynoldsc0@elpais.com,Mozambique,83.147.222.2,FALSE,0
434,Christopher,Lee,cleec1@walmart.com,Poland,212.73.227.24,TRUE,0
435,Melissa,Boyd,mboydc2@youku.com,Brazil,118.127.8.152,TRUE,0
436,Jacqueline,Oliver,joliverc3@sphinn.com,Vietnam,164.50.59.221,FALSE,0
437,Gerald,Mason,gmasonc4@ocn.ne.jp,United States,243.10.218.210,FALSE,0
438,Joseph,Knight,jknightc5@pbs.org,China,150.95.131.247,TRUE,0
439,Joshua,Ray,jrayc6@nih.gov,Serbia,137.108.34.121,FALSE,0
440,Aaron,Fernandez,afernandezc7@delicious.com,Philippines,113.5.5.43,FALSE,0
441,Kenneth,Frazier,kfrazierc8@exblog.jp,Serbia,149.118.224.243,TRUE,0
442,Scott,Williamson,swilliamsonc9@i2i.jp,Brazil,126.55.193.24,FALSE,0
443,Lois,Harvey,lharveyca@addtoany.com,Indonesia,164.251.146.144,TRUE,0
444,Cheryl,Williams,cwilliamscb@t-online.de,Russia,7.15.221.84,TRUE,0
445,Jean,Berry,jberrycc@shinystat.com,China,111.170.127.55,TRUE,0
446,Bonnie,Larson,blarsoncd@storify.com,China,225.113.28.114,TRUE,0
447,Bruce,Lopez,blopezce@canalblog.com,Brazil,32.130.48.82,FALSE,0
448,James,Ellis,jelliscf@hao123.com,Ireland,178.190.131.134,FALSE,0
449,Dorothy,Nguyen,dnguyencg@fc2.com,Russia,200.134.158.246,FALSE,0
450,Bobby,Watson,bwatsonch@friendfeed.com,China,169.230.241.175,FALSE,0
451,Andrea,Greene,agreeneci@elpais.com,Lithuania,114.22.92.124,TRUE,0
452,Andrea,Phillips,aphillipscj@creativecommons.org,China,65.22.122.36,TRUE,0
453,Denise,Gardner,dgardnerck@prnewswire.com,Czech Republic,69.142.252.130,TRUE,0
454,Linda,Reed,lreedcl@cmu.edu,Indonesia,177.121.143.54,TRUE,0
455,Wanda,Fuller,wfullercm@netvibes.com,Czech Republic,9.61.79.114,FALSE,0
456,Richard,Payne,rpaynecn@i2i.jp,Czech Republic,98.65.191.247,TRUE,0
457,Annie,Flores,afloresco@bandcamp.com,France,59.223.183.157,TRUE,0
458,Jesse,Porter,jportercp@army.mil,Philippines,143.35.121.247,TRUE,0
459,Kimberly,Griffin,kgriffincq@answers.com,France,41.79.136.139,FALSE,0
460,Kathryn,Gonzalez,kgonzalezcr@washington.edu,North Korea,242.123.89.252,TRUE,0
461,Douglas,Ellis,delliscs@va.gov,Russia,235.34.83.254,TRUE,0
462,Sandra,Hall,shallct@wunderground.com,Portugal,40.190.138.74,TRUE,0
463,Marilyn,Castillo,mcastillocu@si.edu,Philippines,157.48.183.135,TRUE,0
464,Emily,Ortiz,eortizcv@bravesites.com,Armenia,141.38.45.31,TRUE,0
465,Nancy,Little,nlittlecw@gov.uk,Malaysia,27.97.12.50,FALSE,0
466,Chris,Gardner,cgardnercx@sakura.ne.jp,Poland,3.66.90.134,TRUE,0
467,Anna,Payne,apaynecy@chicagotribune.com,Gabon,151.215.224.65,FALSE,0
468,Sean,Wells,swellscz@phpbb.com,Bhutan,144.131.141.233,TRUE,0
469,Tammy,Crawford,tcrawfordd0@zdnet.com,Pakistan,245.207.236.124,FALSE,0
470,Ronald,Frazier,rfrazierd1@myspace.com,South Africa,208.23.86.131,FALSE,0
471,Kelly,Woods,kwoodsd2@patch.com,Palestinian Territory,77.195.125.181,FALSE,0
472,Philip,Cole,pcoled3@technorati.com,Russia,196.82.11.101,FALSE,0
473,Martha,Lee,mleed4@fastcompany.com,Belarus,91.50.106.223,TRUE,0
474,Ruth,Cunningham,rcunninghamd5@reverbnation.com,Portugal,105.255.242.195,TRUE,0
475,Donna,Shaw,dshawd6@skyrock.com,China,243.16.98.9,TRUE,0
476,Sean,Webb,swebbd7@forbes.com,Philippines,33.56.254.173,FALSE,0
477,Louise,Hall,lhalld8@bloglovin.com,Russia,127.151.175.113,TRUE,0
478,Joe,Howell,jhowelld9@seattletimes.com,Finland,26.189.73.171,TRUE,0
479,Sarah,Wallace,swallaceda@bloglovin.com,Argentina,162.236.255.126,FALSE,0
480,Kimberly,Banks,kbanksdb@wired.com,Nigeria,41.85.200.184,TRUE,0
481,Ruby,Daniels,rdanielsdc@sourceforge.net,China,79.23.84.237,TRUE,0
482,Lisa,Ferguson,lfergusondd@nba.com,Colombia,96.126.93.103,FALSE,0
483,Victor,Bailey,vbaileyde@dailymotion.com,Syria,26.192.186.134,TRUE,0
484,Scott,Ortiz,sortizdf@twitter.com,Indonesia,12.80.206.84,FALSE,0
485,Annie,Harris,aharrisdg@yellowpages.com,Mauritius,9.120.213.254,FALSE,0
486,Phyllis,Allen,pallendh@blogtalkradio.com,Russia,202.253.86.255,TRUE,0
487,Jose,Fernandez,jfernandezdi@tmall.com,Netherlands,200.248.123.14,TRUE,0
488,Jane,Dixon,jdixondj@apple.com,Mexico,78.130.209.152,TRUE,0
489,Karen,Perry,kperrydk@ft.com,Croatia,130.120.216.222,TRUE,0
490,Rose,Little,rlittledl@51.la,China,153.93.196.134,TRUE,0
491,Johnny,Crawford,jcrawforddm@1und1.de,China,39.215.139.87,TRUE,0
492,Jean,Burns,jburnsdn@posterous.com,Norway,149.118.244.109,FALSE,0
493,Dennis,Webb,dwebbdo@1und1.de,Mexico,54.89.42.44,TRUE,0
494,Joseph,Bennett,jbennettdp@geocities.com,Mexico,254.141.171.19,TRUE,0
495,Evelyn,Shaw,eshawdq@canalblog.com,Morocco,158.153.252.189,TRUE,0
496,Johnny,Morris,jmorrisdr@vkontakte.ru,Honduras,82.152.129.236,TRUE,0
497,Rose,Green,rgreends@1688.com,Poland,92.61.39.197,FALSE,0
498,John,Olson,jolsondt@blog.com,Poland,82.38.198.118,TRUE,0
499,Sharon,Payne,spaynedu@booking.com,China,20.154.116.133,FALSE,0
500,Mary,Banks,mbanksdv@ucla.edu,Colombia,242.235.175.236,FALSE,0
501,Eric,Evans,eevansdw@squarespace.com,Albania,83.185.68.69,FALSE,0
502,Ruby,Welch,rwelchdx@cam.ac.uk,Sweden,254.162.6.199,TRUE,0
503,Teresa,Mills,tmillsdy@telegraph.co.uk,China,9.56.61.200,FALSE,0
504,Wanda,Spencer,wspencerdz@nps.gov,Thailand,133.195.228.233,FALSE,0
505,Amy,Garza,agarzae0@bandcamp.com,Poland,35.240.39.78,TRUE,0
506,Brandon,Porter,bportere1@tripadvisor.com,China,11.193.25.52,FALSE,0
507,Chris,Dixon,cdixone2@linkedin.com,Poland,194.171.140.82,TRUE,0
508,Mark,Holmes,mholmese3@independent.co.uk,China,211.70.59.106,TRUE,0
509,Christopher,Mccoy,cmccoye4@blogs.com,Poland,225.122.2.249,FALSE,0
510,Amanda,Hamilton,ahamiltone5@jigsy.com,China,120.23.213.152,TRUE,0
511,Barbara,Olson,bolsone6@indiegogo.com,Mongolia,161.89.55.38,FALSE,0
512,Ruby,Payne,rpaynee7@springer.com,Croatia,201.37.244.127,TRUE,0
513,Gary,Moore,gmooree8@seattletimes.com,France,16.98.206.25,TRUE,0
514,Jessica,Mitchell,jmitchelle9@disqus.com,Russia,91.108.151.229,FALSE,0
515,Carlos,Hamilton,chamiltonea@mapy.cz,China,181.0.227.64,FALSE,0
516,Mildred,Harris,mharriseb@mapquest.com,Grenada,5.51.22.43,TRUE,0
517,Patrick,Watkins,pwatkinsec@wikispaces.com,Russia,220.246.120.151,FALSE,0
518,Jacqueline,Bradley,jbradleyed@springer.com,Dominican Republic,117.61.52.17,TRUE,0
519,Richard,Stevens,rstevensee@domainmarket.com,Ukraine,156.125.146.44,TRUE,0
520,Jean,Lynch,jlynchef@umich.edu,Bosnia and Herzegovina,131.232.101.126,FALSE,0
521,Anne,Watson,awatsoneg@lulu.com,Netherlands,19.105.149.101,TRUE,0
522,Nicole,Stanley,nstanleyeh@illinois.edu,Sweden,91.17.72.3,FALSE,0
523,Juan,Hayes,jhayesei@adobe.com,Czech Republic,75.18.81.177,TRUE,0
524,Daniel,Henderson,dhendersonej@engadget.com,Morocco,92.126.231.158,FALSE,0
525,Bonnie,Bryant,bbryantek@netvibes.com,China,24.191.239.118,FALSE,0
526,Robin,Gray,rgrayel@archive.org,Russia,205.22.57.184,FALSE,0
527,Nicholas,Dean,ndeanem@sciencedaily.com,Russia,22.234.17.48,FALSE,0
528,Amanda,Bell,abellen@comsenz.com,Peru,49.133.126.113,FALSE,0
529,Donald,Parker,dparkereo@auda.org.au,France,192.61.6.164,TRUE,0
530,Ruby,Moreno,rmorenoep@usda.gov,Portugal,57.204.159.255,FALSE,0
531,Todd,Garza,tgarzaeq@seattletimes.com,Argentina,68.49.217.35,TRUE,0
532,Patricia,Day,pdayer@usnews.com,Kuwait,130.149.129.168,TRUE,0
533,Harold,Jordan,hjordanes@virginia.edu,Philippines,35.167.238.67,TRUE,0
534,Juan,Richardson,jrichardsonet@cmu.edu,Russia,74.184.52.188,FALSE,0
535,Sean,Hall,shalleu@baidu.com,Cape Verde,72.97.26.193,TRUE,0
536,Larry,Richardson,lrichardsonev@statcounter.com,Indonesia,246.126.249.202,TRUE,0
537,Sarah,Clark,sclarkew@fastcompany.com,Russia,14.23.26.202,TRUE,0
538,Eugene,Nelson,enelsonex@jugem.jp,Peru,33.8.55.102,FALSE,0
539,Lois,Parker,lparkerey@ning.com,Vietnam,20.2.238.16,TRUE,0
540,Chris,Rogers,crogersez@businessinsider.com,United States,51.200.52.170,FALSE,0
541,Craig,Long,clongf0@fda.gov,Czech Republic,212.205.129.43,TRUE,0
542,Jane,Schmidt,jschmidtf1@goodreads.com,China,250.84.117.185,FALSE,0
543,James,Gibson,jgibsonf2@ucoz.ru,Venezuela,20.77.132.98,TRUE,0
544,Roy,Morgan,rmorganf3@furl.net,United States,95.217.51.225,FALSE,0
545,Alan,Mills,amillsf4@admin.ch,Cuba,162.85.87.78,FALSE,0
546,Johnny,Howell,jhowellf5@spotify.com,Philippines,192.234.169.84,FALSE,0
547,Raymond,Howell,rhowellf6@chicagotribune.com,China,141.27.29.152,FALSE,0
548,Jennifer,Hicks,jhicksf7@wsj.com,France,212.27.62.112,TRUE,0
549,Raymond,Fernandez,rfernandezf8@netlog.com,Brazil,78.241.253.183,FALSE,0
550,Christine,Owens,cowensf9@ftc.gov,Indonesia,113.186.131.213,FALSE,0
551,Irene,Gonzales,igonzalesfa@tumblr.com,Burundi,134.123.42.40,TRUE,0
552,Roy,Chavez,rchavezfb@illinois.edu,Palestinian Territory,110.6.105.25,TRUE,0
553,Shawn,Baker,sbakerfc@google.fr,Indonesia,98.88.179.3,FALSE,0
554,Rose,Martin,rmartinfd@businessinsider.com,Brazil,66.86.213.166,TRUE,0
555,Theresa,Carr,tcarrfe@mapquest.com,Belarus,105.228.22.84,FALSE,0
556,Susan,Jenkins,sjenkinsff@canalblog.com,Indonesia,123.202.145.136,FALSE,0
557,Gloria,Rivera,griverafg@ihg.com,Iran,197.71.234.230,TRUE,0
558,Alan,Lopez,alopezfh@deviantart.com,Spain,24.16.218.250,TRUE,0
559,Brandon,Peters,bpetersfi@ebay.com,Philippines,56.125.39.172,FALSE,0
560,Lisa,Hamilton,lhamiltonfj@nih.gov,China,106.84.138.43,TRUE,0
561,David,Butler,dbutlerfk@usatoday.com,France,187.61.203.169,FALSE,0
562,Scott,Jacobs,sjacobsfl@adobe.com,Russia,236.229.39.192,FALSE,0
563,Kenneth,Alexander,kalexanderfm@pbs.org,Philippines,223.255.14.91,TRUE,0
564,Louis,Kennedy,lkennedyfn@sun.com,China,20.182.104.210,FALSE,0
565,Nicholas,Hansen,nhansenfo@com.com,Sierra Leone,21.205.19.118,TRUE,0
566,Bruce,Peters,bpetersfp@apple.com,Indonesia,233.247.118.8,TRUE,0
567,Judy,Lawrence,jlawrencefq@cafepress.com,Thailand,221.27.227.240,FALSE,0
568,Ashley,Ramos,aramosfr@oakley.com,China,116.3.21.5,TRUE,0
569,Eugene,Andrews,eandrewsfs@mozilla.org,Denmark,239.140.232.82,TRUE,0
570,Louis,Wallace,lwallaceft@walmart.com,Philippines,198.191.160.219,TRUE,0
571,Jimmy,Black,jblackfu@printfriendly.com,China,240.152.220.139,TRUE,0
572,Shawn,Watkins,swatkinsfv@canalblog.com,Indonesia,133.92.56.183,TRUE,0
573,Amy,Turner,aturnerfw@posterous.com,Ukraine,160.138.72.147,TRUE,0
574,Joan,Bowman,jbowmanfx@blogs.com,Sweden,122.84.65.44,TRUE,0
575,Aaron,Hunt,ahuntfy@spiegel.de,Philippines,237.61.4.89,TRUE,0
576,Angela,Franklin,afranklinfz@acquirethisname.com,Madagascar,141.201.159.195,FALSE,0
577,Nancy,Armstrong,narmstrongg0@wordpress.org,Brazil,193.181.124.24,TRUE,0
578,Billy,Alvarez,balvarezg1@friendfeed.com,Uzbekistan,181.122.226.206,FALSE,0
579,Peter,Cruz,pcruzg2@jiathis.com,Indonesia,222.251.137.251,TRUE,0
580,Julie,Porter,jporterg3@cafepress.com,France,24.168.142.178,FALSE,0
581,Wanda,Cole,wcoleg4@geocities.com,Philippines,202.232.252.32,FALSE,0
582,Mark,Howard,mhowardg5@nhs.uk,China,148.155.237.166,FALSE,0
583,Amanda,Armstrong,aarmstrongg6@yahoo.com,Jordan,133.181.165.120,TRUE,0
584,Joyce,Ramirez,jramirezg7@narod.ru,Venezuela,103.105.87.32,FALSE,0
585,Marie,Olson,molsong8@pcworld.com,Indonesia,172.140.1.63,FALSE,0
586,Judy,Marshall,jmarshallg9@mayoclinic.com,Guatemala,196.27.246.149,TRUE,0
587,Ruth,Scott,rscottga@si.edu,Brazil,13.1.26.67,FALSE,0
588,Matthew,Hill,mhillgb@odnoklassniki.ru,Pakistan,220.204.112.227,TRUE,0
589,Johnny,Franklin,jfranklingc@pcworld.com,Japan,114.25.224.28,TRUE,0
590,Carl,Riley,crileygd@tumblr.com,Russia,43.169.184.231,TRUE,0
591,Jimmy,Freeman,jfreemange@oakley.com,Indonesia,191.24.50.61,TRUE,0
592,Alan,Rogers,arogersgf@posterous.com,Philippines,62.47.156.80,TRUE,0
593,Patricia,Nguyen,pnguyengg@tmall.com,Portugal,218.50.36.220,TRUE,0
594,Jose,Ramos,jramosgh@reverbnation.com,Macedonia,41.140.30.57,FALSE,0
595,Jeffrey,Stone,jstonegi@printfriendly.com,Poland,15.42.87.102,FALSE,0
596,Rachel,Hernandez,rhernandezgj@spotify.com,Georgia,137.17.234.238,TRUE,0
597,Brenda,Lynch,blynchgk@usatoday.com,Indonesia,17.34.173.126,FALSE,0
598,Roger,Ryan,rryangl@behance.net,Thailand,131.68.212.154,TRUE,0
599,Marilyn,Schmidt,mschmidtgm@mediafire.com,Thailand,89.226.226.150,FALSE,0
600,Martha,Gutierrez,mgutierrezgn@telegraph.co.uk,Indonesia,19.239.133.54,FALSE,0
601,Roger,Richards,rrichardsgo@google.com.au,Philippines,13.92.51.210,FALSE,0
602,Jacqueline,George,jgeorgegp@dyndns.org,Russia,163.163.254.23,TRUE,0
603,Angela,Fernandez,afernandezgq@constantcontact.com,Indonesia,36.142.214.60,TRUE,0
604,Emily,Graham,egrahamgr@sourceforge.net,Mauritius,169.138.245.13,TRUE,0
605,Douglas,Andrews,dandrewsgs@deliciousdays.com,Azerbaijan,2.178.189.106,TRUE,0
606,Ashley,Tucker,atuckergt@purevolume.com,Indonesia,98.225.135.86,FALSE,0
607,Kathleen,Burns,kburnsgu@uol.com.br,Philippines,134.13.195.208,FALSE,0
608,Paul,Woods,pwoodsgv@ning.com,Azerbaijan,14.160.97.36,FALSE,0
609,Patrick,Reed,preedgw@privacy.gov.au,Peru,81.193.130.46,FALSE,0
610,Michael,Ruiz,mruizgx@soundcloud.com,Brazil,107.240.101.43,TRUE,0
611,Michael,Ellis,mellisgy@chronoengine.com,Sweden,253.192.102.186,TRUE,0
612,Robin,White,rwhitegz@smh.com.au,China,143.86.74.26,FALSE,0
613,Stephen,Griffin,sgriffinh0@posterous.com,Philippines,33.35.14.177,TRUE,0
614,Phyllis,Fernandez,pfernandezh1@cocolog-nifty.com,United States,30.217.88.222,TRUE,0
615,Laura,Austin,laustinh2@ucoz.ru,France,143.55.186.30,FALSE,0
616,Norma,Knight,nknighth3@nationalgeographic.com,Armenia,175.248.242.131,TRUE,0
617,Louis,Sullivan,lsullivanh4@businessinsider.com,Indonesia,50.168.187.115,FALSE,0
618,Cynthia,Olson,colsonh5@about.me,China,117.102.100.144,FALSE,0
619,Mildred,Wallace,mwallaceh6@theatlantic.com,Thailand,179.119.166.75,FALSE,0
620,Frank,Flores,ffloresh7@pagesperso-orange.fr,China,30.89.3.76,FALSE,0
621,Carolyn,Bennett,cbennetth8@nytimes.com,China,92.186.176.77,TRUE,0
622,Sara,Kim,skimh9@engadget.com,Argentina,32.9.10.144,TRUE,0
623,Nicholas,Woods,nwoodsha@wp.com,Russia,212.255.40.135,FALSE,0
624,Anne,Kennedy,akennedyhb@soundcloud.com,Indonesia,9.49.64.70,FALSE,0
625,Diane,Ortiz,dortizhc@dagondesign.com,Philippines,168.128.14.168,TRUE,0
626,Louis,Long,llonghd@salon.com,United States,205.233.250.38,FALSE,0
627,Brian,Chapman,bchapmanhe@vimeo.com,Philippines,189.218.89.223,FALSE,0
628,Louis,Burns,lburnshf@privacy.gov.au,Philippines,215.61.99.170,FALSE,0
